"CIVICNUMBER","STREETNAME","POSTALCODE","MUNICIPALITY","LATITUDE","LONGITUDE"
727,"River Road","P6A 5K9","SSM",46.53149308,-84.2348869
707,"Fourth Line West","P6A 0B5","SSM",46.56566712,-84.3867835
111,"Ransome Drive","P6C 1N5","SSM",46.53021424,-84.40929747
237,"Bruce Street","P6B 1P2","SSM",46.51704791,-84.33113779
1209,"Goulais Avenue","P6A 5K8","SSM",46.56395893,-84.38359656
4069,"Third Line West","P6A 5K8","SSM",46.54933685,-84.46502285
190,"McQueen Road","P6C 6E3","SSM",46.56319181,-84.39256759
1900,"Third Line West","P6A 5K8","SSM",46.54718474,-84.44430495
83,"Ransome Drive","P6C 1N5","SSM",46.530216,-84.40696173
225,"Maki Road","P6A 5K8","SSM",46.55882918,-84.41520105
464,"Royce Avenue","P6C 5R4","SSM",46.52985113,-84.40588608
648,"Leigh's Bay Road","P6A 5K6","SSM",46.52767778,-84.42349359
229,"Bruce Street","P6B 1P2","SSM",46.51684881,-84.33192756
757,"Highway 17 North","P6A 5K7","Aweres Township",46.64163116,-84.30750761
1570,"Leigh's Bay Road","P6A 5K8","SSM",46.55878798,-84.42519231
18,"Parkewood Drive","P6A 5K6","SSM",46.51474612,-84.48989786
79,"Ransome Drive","P6C 1N5","SSM",46.53020538,-84.40671578
699,"Lakeshore Drive","P6A 5K8","Dennis",46.61221856,-84.53718101
913,"Leigh's Bay Road","P6A 5K8","SSM",46.5365689,-84.42478964
1207,"Wallace Terrace","P6C 1M8","SSM",46.5283613,-84.40707744
74,"Aubin Road","P6A 5K8","SSM",46.572361,-84.42216647
97,"Ransome Drive","P6C 1N5","SSM",46.5302461,-84.40801891
96,"Foothill Road","P6C 0E4","SSM",46.56497367,-84.38803961
132,"McQueen Road","P6C 6E3","SSM",46.56330112,-84.38969891
148,"Palomino Drive","P6A 0B2","SSM",46.54928424,-84.41211255
139,"Spring Street","P6A 3A2","SSM",46.51111196,-84.33014468
47,"Ellis Road","P6C 1N7","SSM",46.5312862,-84.40746616
174,"Maki Road","P6A 5K8","SSM",46.55648865,-84.41397916
186,"McQueen Road","P6C 6E3","SSM",46.563174,-84.3922091
2016,"Third Line West","P6A 5K8","SSM",46.54999473,-84.45261663
388,"Allen's Side Road","P6C 6H4","SSM",46.53604384,-84.40248172
838,"Second Line West","P6C 2L3","SSM",46.53702291,-84.39191028
890,"Allen's Side Road","P6A 5K8","SSM",46.55299726,-84.40314295
1660,"Third Line West","P6A 5K8","SSM",46.55082118,-84.43456155
94,"Creek Road","P6A 5K8","SSM",46.55291519,-84.45655291
757,"Highway 17 North","P6A 5K7","Aweres Township",46.64169078,-84.30710806
118,"Palomino Drive","P6A 0B2","SSM",46.54746676,-84.41113364
1455,"Base Line","P6A 5K6","SSM",46.51998354,-84.45212452
116,"Avery Road","P6A 5K8","SSM",46.55906302,-84.40974663
131,"Hood Street","P6C 6E5","SSM",46.56106152,-84.39397266
699,"Fourth Line West","P6A 0B5","SSM",46.56566432,-84.38641722
117,"Red Rock Road","P6A 5K8","Dennis",46.61347698,-84.48089085
1136,"Wallace Terrace","P6C 1M7","SSM",46.52936038,-84.40282325
492,"Albert Street East","P6A 2K2","SSM",46.51138644,-84.32990115
740,"Base Line","P6A 5K6","SSM",46.52203258,-84.41878443
1476,"Third Line West","P6A 5K8","SSM",46.55079021,-84.42591298
1355,"Second Line West","P6A 5K8","SSM",46.53576972,-84.41848595
413,"Landslide Road","P6A 6J8","SSM",46.57628684,-84.28287605
111,"Maki Road","P6A 5K8","SSM",46.55494363,-84.41579793
231,"Allen's Side Road","P6C 5P7","SSM",46.5299073,-84.40284672
1331,"Third Line West","P6A 5K8","SSM",46.54991324,-84.41687525
672,"Portage Lane","P6A 1K5","SSM",46.51911319,-84.35875473
78,"Pinto Drive","P6A 0B4","SSM",46.54280954,-84.40973454
99,"Maki Lake Road","P6A 0E4","Aweres Township",46.63275191,-84.29330398
944,"Goulais Avenue","P6A 5K8","SSM",46.55606474,-84.38232431
2108,"Second Line West","P6A 5K6","SSM",46.53551327,-84.45618994
1183,"Allen's Side Road","P6A 5K8","SSM",46.56169208,-84.40437358
875,"Allen's Side Road","P6A 5K8","SSM",46.55215012,-84.40396808
29,"Creek Road","P6A 5K8","SSM",46.55065546,-84.45645856
88,"Avery Road","P6A 5K8","SSM",46.55928657,-84.40830861
877,"Allen's Side Road","P6A 5K8","SSM",46.55306198,-84.40402711
1578,"Old Garden River Road","P6A 6J8","Rankin",46.56273224,-84.26179664
582,"Leigh's Bay Road","P6A 5K6","SSM",46.52557107,-84.4235102
1596,"Old Garden River Road","P6A 6J8","Rankin",46.56262238,-84.26067063
159,"Palomino Drive","P6A 0B2","SSM",46.54990827,-84.41330023
107,"Maki Lake Road","P6A 0E4","Aweres Township",46.63305774,-84.29349097
468,"Royce Avenue","P6C 5R4","SSM",46.52999311,-84.40590448
13,"Venn Street","P6C 6E5","SSM",46.56546108,-84.38871235
112,"Palomino Drive","P6A 0B2","SSM",46.54704825,-84.41060034
73,"Ransome Drive","P6C 1N5","SSM",46.53023161,-84.40640417
675,"Fourth Line West","P6A 0B5","SSM",46.56558834,-84.38525535
642,"Fourth Line West","P6A 5K8","SSM",46.56695716,-84.3859015
1115,"Third Line West","P6A 5K8","SSM",46.55052639,-84.40795206
158,"Panoramic Drive","P6B 6E2","SSM",46.53303436,-84.30250729
83,"Birchgrove Road","P6A 0E4","Aweres Township",46.6328932,-84.29453197
2380,"Second Line West","P6A 6K4","Prince",46.53527293,-84.46893189
1115,"Second Line West","P6C 2L9","SSM",46.53523269,-84.40484833
121,"Hood Street","P6C 6E5","SSM",46.56137183,-84.39403126
1187,"Town Line Road","P6A 6K4","Prince",46.54239152,-84.46729369
131,"Yates Avenue","P6C 1G1","SSM",46.52637304,-84.39617011
1296,"Second Line West","P6C 2M2","SSM",46.53648951,-84.41511519
177,"McQueen Road","P6C 6E3","SSM",46.56272067,-84.39190894
55,"Mount Pleasant Court","P6A 5K8","SSM",46.56554527,-84.41925907
88,"Birchgrove Road","P6A 0E4","Aweres Township",46.63284492,-84.2953708
450,"Royce Avenue","P6C 5R4","SSM",46.52931536,-84.4058584
1416,"Carpin Beach Road","P6A 5K8","SSM",46.55009319,-84.44568353
1096,"Lake Street","P6B 6B7","SSM",46.53189531,-84.29732537
48,"Appaloosa Avenue","P6A 0B3","SSM",46.54709863,-84.40929272
1628,"Old Garden River Road","P6A 6J8","Rankin",46.5624676,-84.25916236
987,"Goulais Avenue","P6A 5K8","SSM",46.5561849,-84.38298507
659,"Town Line Road","P6A 6K4","Prince",46.52323111,-84.46596447
1116,"Goulais Avenue","P6A 5K8","SSM",46.56215736,-84.38249755
974,"Fourth Line West","P6A 5K8","SSM",46.56658582,-84.40016017
1048,"Base Line","P6A 5K6","SSM",46.52400266,-84.43259526
537,"Lake Street","P6B 3L5","SSM",46.51925055,-84.29586513
80,"Palomino Drive","P6A 0B2","SSM",46.54455163,-84.41046791
32,"Rosita Street","P6C 5R1","SSM",46.53187716,-84.40456007
459,"Royce Avenue","P6C 5R5","SSM",46.5295927,-84.40643564
109,"Foothill Road","P6C 0E5","SSM",46.5644831,-84.38856854
39,"East Champagne Drive","P6A 6S8","SSM",46.50915926,-84.25946516
1023,"Leigh's Bay Road","P6A 5K8","SSM",46.54048692,-84.42616328
77,"Avery Road","P6A 5K8","SSM",46.55769165,-84.40805699
169,"McQueen Road","P6C 6E3","SSM",46.56273485,-84.39144192
660,"Base Line","P6A 5K6","SSM",46.5220514,-84.41436041
2100,"Third Line West","P6A 5K8","SSM",46.55010875,-84.45637936
1101,"Second Line West","P6C 2L9","SSM",46.53599137,-84.40360672
875,"Third Line West","P6A 5K8","SSM",46.55078045,-84.39492184
748,"Base Line","P6A 5K6","SSM",46.52280574,-84.41931731
185,"Foothill Road","P6C 0E5","SSM",46.56426286,-84.39236071
43,"East Champagne Drive","P6A 6S8","SSM",46.50921703,-84.25965609
790,"Carpin Beach Road","P6A 5K6","SSM",46.52957956,-84.44445862
22,"Broos Road","P6C 5S3","SSM",46.53692373,-84.41517361
90,"Birchgrove Road","P6A 0E4","Aweres Township",46.63310586,-84.29540274
71,"Mount Pleasant Court","P6A 5K8","SSM",46.56531778,-84.42168153
42,"Appaloosa Avenue","P6A 0B3","SSM",46.54708973,-84.40864602
30,"Ellis Road","P6C 1N8","SSM",46.53171164,-84.40660556
44,"Rex Avenue","P6C 5R6","SSM",46.53067887,-84.40828716
1027,"Base Line","P6A 5K6","SSM",46.5200162,-84.43129711
876,"Fourth Line West","P6A 5K8","SSM",46.5662293,-84.39494811
80,"Hiltz Road","P6A 0E4","Aweres Township",46.6330324,-84.29634173
1292,"Great Northern Road","P6B 0B6","SSM",46.56676397,-84.32029446
16,"Ellis Road","P6C 1N8","SSM",46.53173209,-84.40584901
1890,"Third Line West","P6A 5K8","SSM",46.5477077,-84.4442393
79,"Hiltz Road","P6A 0E4","Aweres Township",46.63286686,-84.29728818
1015,"Town Line Road","P6A 6K4","Prince",46.53729145,-84.46700252
1168,"Allen's Side Road","P6A 5K8","SSM",46.56154936,-84.40300723
198,"Foothill Road","P6C 0E4","SSM",46.56482067,-84.39306286
20,"Ellis Road","P6C 1N8","SSM",46.53172279,-84.40610127
384,"Maki Road","P6A 5K8","SSM",46.5646994,-84.41528481
659,"Queen Street East","P6A 2A6","SSM",46.5080751,-84.32882078
798,"Carpin Beach Road","P6A 5K6","SSM",46.52995276,-84.44442911
25,"Broos Road","P6C 5S2","SSM",46.53702706,-84.41581102
58,"Aubin Road","P6A 5K8","SSM",46.57238711,-84.42165209
1013,"Allen's Side Road","P6A 5K8","SSM",46.55580081,-84.40424332
35,"Avery Road","P6A 5K8","SSM",46.55777798,-84.40601808
1026,"Carpin Beach Road","P6A 5K8","SSM",46.53924856,-84.44515793
4015,"Third Line West","P6A 5K8","SSM",46.54907312,-84.46144024
177,"Foothill Road","P6C 0E5","SSM",46.56432677,-84.39190747
1304,"Third Line West","P6A 5K8","SSM",46.55094619,-84.41589673
799,"Old Garden River Road","P6A 0C9","SSM",46.55093469,-84.2921888
285,"Nixon Road","P6C 5R7","SSM",46.53011186,-84.41192161
524,"Allen's Side Road","P6A 5K8","SSM",46.54075298,-84.40013349
339,"Prentice Avenue","P6C 4R7","SSM",46.54162692,-84.37190399
103,"Pozzebon Crescent","P6C 6B4","SSM",46.54183948,-84.36004078
1221,"Goulais Avenue","P6C 6E5","SSM",46.56463225,-84.38386167
1201,"Second Line West","P6C 2L9","SSM",46.5359449,-84.41018378
858,"Third Line West","P6A 5K8","SSM",46.55156239,-84.39466602
64,"Pinto Drive","P6A 0B4","SSM",46.54300213,-84.40900747
11,"Appaloosa Avenue","P6A 0B1","SSM",46.54521923,-84.4084459
1041,"Goulais Avenue","P6A 5K8","SSM",46.55829391,-84.38325062
40,"Oriole Street","P6C 6E5","SSM",46.56443357,-84.38972546
1386,"Third Line West","P6A 5K8","SSM",46.5508745,-84.4218977
101,"Pozzebon Crescent","P6C 6B4","SSM",46.54179768,-84.35991825
84,"Wallace Terrace","P6C 1K3","SSM",46.53115506,-84.35310267
900,"Goulais Avenue","P6A 5K8","SSM",46.55466866,-84.3821316
1138,"Base Line","P6A 5K6","SSM",46.5213116,-84.44085649
345,"Cheshire Road","P6C 2X2","SSM",46.54198719,-84.36877802
124,"Palomino Drive","P6A 0B2","SSM",46.54768185,-84.41157409
799,"Carpin Beach Road","P6A 5K6","SSM",46.52856728,-84.44551946
1586,"Leigh's Bay Road","P6A 5K8","SSM",46.55917414,-84.4254308
347,"Cheshire Road","P6C 2X2","SSM",46.54198634,-84.36888579
667,"Fourth Line West","P6A 0B5","SSM",46.56563399,-84.38479971
1039,"Allen's Side Road","P6A 5K8","SSM",46.55669958,-84.40506152
1288,"Third Line West","P6A 5K8","SSM",46.55094896,-84.41522294
1265,"Allen's Side Road","P6A 5K8","SSM",46.56444378,-84.40331006
403,"Doncaster Road","P6C 5Y8","SSM",46.54023561,-84.37235384
41,"Ellis Road","P6C 1N7","SSM",46.531292,-84.40716621
104,"Pinto Drive","P6A 0B4","SSM",46.5423458,-84.41089581
337,"Prentice Avenue","P6C 4R7","SSM",46.54152349,-84.37189907
401,"Doncaster Road","P6C 5Y8","SSM",46.540235,-84.37227653
264,"Nixon Road","P6C 5R8","SSM",46.52949499,-84.41108637
1932,"Second Line West","P6A 5K6","SSM",46.53601407,-84.44686208
94,"Bitonti Crescent","P6C 6A9","SSM",46.54419595,-84.35550857
1948,"Third Line West","P6A 5K8","SSM",46.55056998,-84.44913652
56,"Avery Road","P6A 5K8","SSM",46.55944631,-84.40705015
17,"Appaloosa Avenue","P6A 0B1","SSM",46.54559814,-84.40855751
1316,"Third Line West","P6A 5K8","SSM",46.55119841,-84.41662338
100,"Ransome Drive","P6C 1N6","SSM",46.53062536,-84.40857881
1208,"Second Line West","P6C 2L8","SSM",46.53663044,-84.41039844
2059,"Second Line West","P6A 5K6","SSM",46.53428122,-84.45268007
284,"North Street","P6A 7B8","SSM",46.52064291,-84.33800533
728,"Allen's Side Road","P6A 5K8","SSM",46.54744503,-84.40293402
2133,"Second Line West","P6A 5K6","SSM",46.53488322,-84.45742584
86,"Bitonti Crescent","P6C 6A9","SSM",46.54421385,-84.35590919
449,"Nixon Road","P6C 5R7","SSM",46.53551583,-84.41221677
82,"Bitonti Crescent","P6C 6A9","SSM",46.5442549,-84.35615059
64,"Mount Pleasant Court","P6A 5K8","SSM",46.56637312,-84.42062425
165,"Palomino Drive","P6A 0B2","SSM",46.55039892,-84.41329882
763,"Airport Road","P6A 5K6","SSM",46.50511263,-84.48765704
1549,"Leigh's Bay Road","P6A 5K8","SSM",46.55729189,-84.42623785
42,"Aubin Road","P6A 5K8","SSM",46.57247222,-84.42110424
783,"Old Garden River Road","P6A 0C9","SSM",46.55028323,-84.29258961
23,"Palomino Drive","P6A 0B1","SSM",46.5440614,-84.40627175
857,"Old Garden River Road","P6A 0C9","SSM",46.55249746,-84.2910534
4982,"Third Line West","P6A 5K8","SSM",46.55073843,-84.46478431
1499,"Second Line West","P6A 5K8","SSM",46.53506141,-84.42658425
58,"Rosita Street","P6C 5R1","SSM",46.53233387,-84.40483171
871,"Fourth Line West","P6A 5K8","SSM",46.56532293,-84.39498826
1090,"Second Line West","P6C 2L8","SSM",46.5367472,-84.40507375
1095,"Third Line West","P6A 5K8","SSM",46.55043366,-84.40670101
455,"Royce Avenue","P6C 5R5","SSM",46.5294216,-84.40642723
1176,"Great Northern Road","P6B 0B6","SSM",46.56286223,-84.31997288
370,"Nixon Road","P6C 5R9","SSM",46.53320516,-84.41127797
1273,"Allen's Side Road","P6A 5K8","SSM",46.56486314,-84.40288853
451,"Royce Avenue","P6C 5R5","SSM",46.52928521,-84.40646946
735,"Town Line Road","P6A 6K4","Prince",46.52560815,-84.46647075
1382,"Third Line West","P6A 5K8","SSM",46.55089091,-84.42128862
866,"Old Garden River Road","P6A 0C9","SSM",46.55284278,-84.29188862
71,"McQueen Road","P6C 6E4","SSM",46.56273129,-84.38656522
1100,"Second Line West","P6C 2L8","SSM",46.53694549,-84.40548308
0,"Airport Road","P6A 5K6","SSM",46.5072525,-84.48515374
222,"Gran Street","P6A 0C4","Rankin",46.53053814,-84.26111965
51,"Palomino Drive","P6A 0B1","SSM",46.54404835,-84.40890314
71,"Parkview Court","P6B 6K6","SSM",46.52793001,-84.29318071
774,"Leigh's Bay Road","P6A 5K6","SSM",46.53189107,-84.42375495
376,"Nixon Road","P6C 5R9","SSM",46.53343846,-84.41124705
4081,"Third Line West","P6A 5K8","SSM",46.54937806,-84.46591985
262,"Bruce Street","P6B 1P1","SSM",46.51720422,-84.32975758
420,"Nixon Road","P6C 5R9","SSM",46.53461255,-84.41140784
67,"Mount Pleasant Court","P6A 5K8","SSM",46.56551198,-84.42119383
1755,"Second Line West","P6A 5K8","SSM",46.5351985,-84.43856708
982,"Carpin Beach Road","P6A 5K8","SSM",46.53602592,-84.44501587
79,"McQueen Road","P6C 6E4","SSM",46.56278516,-84.38695695
1059,"Goulais Avenue","P6A 5K8","SSM",46.55885841,-84.38317715
67,"Avery Road","P6A 5K8","SSM",46.55790212,-84.40755888
36,"Wilks Street","P6C 2M7","SSM",46.53783608,-84.41413191
1220,"Second Line West","P6C 2L8","SSM",46.53655043,-84.4112171
133,"Spring Street","P6A 3A2","SSM",46.51102758,-84.33032767
84,"Wallace Terrace","P6C 1K3","SSM",46.53105827,-84.35307739
1692,"Third Line West","P6A 5K8","SSM",46.55120972,-84.43672872
908,"Goulais Avenue","P6A 5K8","SSM",46.55492093,-84.38215508
24,"Ellis Road","P6C 1N8","SSM",46.53172938,-84.40634012
157,"Douglas Drive","P6A 6K4","Prince",46.5207367,-84.55855402
796,"Leigh's Bay Road","P6A 5K6","SSM",46.53225766,-84.42385601
1613,"Second Line West","P6A 5K8","SSM",46.53538558,-84.43108938
165,"Douglas Drive","P6A 6K4","Prince",46.5206868,-84.55825337
137,"Spring Street","P6A 3A2","SSM",46.5110672,-84.33026289
366,"Ironside Drive","P6A 6K4","Prince",46.52280487,-84.55935445
1272,"Base Line","P6A 5K6","SSM",46.52184987,-84.44417409
171,"Douglas Drive","P6A 6K4","Prince",46.52066481,-84.55786035
247,"Allen's Side Road","P6C 5P7","SSM",46.53029493,-84.40294168
365,"Maki Road","P6A 5K8","SSM",46.56412973,-84.41630527
326,"Ironside Drive","P6A 6K4","Prince",46.52155642,-84.55748439
93,"Foothill Road","P6C 0E5","SSM",46.56450968,-84.38779766
135,"Palomino Drive","P6A 0B2","SSM",46.54828325,-84.41317333
961,"Town Line Road","P6A 6K4","Prince",46.53544163,-84.46694669
10,"Wilks Street","P6C 2M7","SSM",46.53715212,-84.41478611
991,"Town Line Road","P6A 6K4","Prince",46.53646858,-84.4669979
22,"McQueen Road","P6C 6E3","SSM",46.5634119,-84.38427229
1363,"Second Line West","P6A 5K8","SSM",46.53578603,-84.41878578
98,"Palomino Drive","P6A 0B2","SSM",46.54576839,-84.41047432
2187,"Second Line West","P6A 5K6","SSM",46.53479888,-84.45916572
92,"Pinto Drive","P6A 0B4","SSM",46.54268276,-84.4101967
1021,"Carpin Beach Road","P6A 5K8","SSM",46.53887691,-84.44648548
748,"Fourth Line West","P6A 5K8","SSM",46.56924935,-84.38955588
40,"Broos Road","P6C 5S4","SSM",46.53821597,-84.4158554
1085,"Third Line West","P6A 5K8","SSM",46.55050831,-84.40529079
52,"Wardell Road","P6A 5K8","SSM",46.56076296,-84.38853266
141,"Palomino Drive","P6A 0B2","SSM",46.54866946,-84.41328972
170,"McQueen Road","P6C 6E3","SSM",46.56327575,-84.39144194
158,"Foothill Road","P6C 0E4","SSM",46.56498579,-84.39095906
1275,"Second Line West","P6C 2M1","SSM",46.53577237,-84.41424285
18,"McQueen Road","P6C 6E3","SSM",46.56339631,-84.38390181
1403,"Fourth Line West","P6A 5K8","SSM",46.56135348,-84.42955852
35,"Rosita Street","P6C 5R3","SSM",46.53180837,-84.40536718
1575,"Leigh's Bay Road","P6A 5K8","SSM",46.55937153,-84.42895493
1120,"Base Line","P6A 5K6","SSM",46.52139457,-84.43992754
636,"Korah Road","P6C 4K1","SSM",46.54166878,-84.36872754
266,"Bruce Street","P6B 1P1","SSM",46.51722571,-84.3294139
1968,"Second Line West","P6A 5K6","SSM",46.53620267,-84.44871494
220,"Cheshire Road","P6C 2W9","SSM",46.54254647,-84.36227681
98,"Ellis Road","P6C 1P1","SSM",46.53176686,-84.41014465
1115,"Town Line Road","P6A 6K4","Prince",46.53954986,-84.46718345
615,"Leigh's Bay Road","P6A 5K6","SSM",46.52720264,-84.42531788
95,"Ransome Drive","P6C 1N5","SSM",46.53025112,-84.40770844
156,"Bitonti Crescent","P6C 6A9","SSM",46.5428818,-84.35657612
1988,"Third Line West","P6A 5K8","SSM",46.55002663,-84.45051111
1716,"Third Line West","P6A 5K8","SSM",46.55066535,-84.43760974
91,"Ransome Drive","P6C 1N5","SSM",46.5302369,-84.40747844
1279,"Third Line West","P6A 5K8","SSM",46.55027043,-84.4155406
154,"Bitonti Crescent","P6C 6A9","SSM",46.54288216,-84.35642845
218,"Cheshire Road","P6C 2W9","SSM",46.5425465,-84.36218446
1176,"Second Line West","P6C 2L8","SSM",46.53707102,-84.40931586
140,"Pozzebon Crescent","P6C 6B7","SSM",46.54375422,-84.3595652
23,"Appaloosa Avenue","P6A 0B1","SSM",46.54599505,-84.40859353
103,"Ransome Drive","P6C 1N5","SSM",46.53022544,-84.40884248
150,"Foothill Road","P6C 0E4","SSM",46.5650687,-84.3906641
1880,"Third Line West","P6A 5K8","SSM",46.54815416,-84.44357797
88,"Ellis Road","P6C 1P1","SSM",46.53169106,-84.40962768
16,"Palomino Drive","P6A 0B1","SSM",46.54496583,-84.4052497
142,"Foothill Road","P6C 0E4","SSM",46.56500745,-84.39027532
2012,"Second Line West","P6A 5K6","SSM",46.53576367,-84.45164928
4964,"Third Line West","P6A 5K8","SSM",46.55009947,-84.46337025
190,"Foothill Road","P6C 0E4","SSM",46.56484932,-84.3925946
51,"Wardell Road","P6A 5K8","SSM",46.56019331,-84.3855656
28,"Ransome Drive","P6C 1N2","SSM",46.5307306,-84.40432757
63,"McQueen Road","P6C 6E4","SSM",46.56283416,-84.38622663
1175,"Carpin Beach Road","P6A 5K8","SSM",46.54235791,-84.44647687
611,"Town Line Road","P6A 6K4","Prince",46.52141182,-84.46621874
1125,"Goulais Avenue","P6A 5K8","SSM",46.56115016,-84.38349564
45,"Palomino Drive","P6A 0B1","SSM",46.54408576,-84.40837374
11,"Winfield Drive","P6C 2N2","SSM",46.53744721,-84.39171114
642,"Korah Road","P6C 4K1","SSM",46.54189088,-84.3687695
24,"Ransome Drive","P6C 1N2","SSM",46.53076608,-84.40414214
1194,"Base Line","P6A 5K6","SSM",46.52126463,-84.44194256
1154,"Wallace Terrace","P6C 1M7","SSM",46.52935118,-84.40384069
339,"Nixon Road","P6C 5R7","SSM",46.53207573,-84.41198436
401,"Maki Road","P6A 5K8","SSM",46.56541458,-84.41767228
85,"Foothill Road","P6C 0E5","SSM",46.56449408,-84.38726486
201,"McQueen Road","P6C 6E3","SSM",46.56268949,-84.39298821
44,"Ellis Road","P6C 1N8","SSM",46.53170933,-84.40733282
134,"Foothill Road","P6C 0E4","SSM",46.56491186,-84.38981002
234,"Maki Road","P6A 5K8","SSM",46.55936999,-84.41401519
960,"Base Line","P6A 5K6","SSM",46.52269111,-84.42764783
1280,"Allen's Side Road","P6A 5K8","SSM",46.56454537,-84.4020061
1033,"Leigh's Bay Road","P6A 5K8","SSM",46.5410319,-84.42516555
657,"Base Line","P6A 5K6","SSM",46.51888016,-84.41519202
54,"Wardell Road","P6A 5K8","SSM",46.56111283,-84.38857392
64,"Ransome Drive","P6C 1N4","SSM",46.53069955,-84.40594515
11,"Winfield Drive","P6C 2N2","SSM",46.53746039,-84.39149219
640,"Korah Road","P6C 4K1","SSM",46.54183894,-84.3687651
99,"Palomino Drive","P6A 0B2","SSM",46.54586956,-84.41178239
590,"Case Road","P6A 6J8","SSM",46.58025446,-84.26815912
48,"Ellis Road","P6C 1N8","SSM",46.5316998,-84.40755588
10,"Appaloosa Avenue","P6A 0B1","SSM",46.54516883,-84.40729091
1861,"Third Line West","P6A 5K8","SSM",46.54782981,-84.44286611
92,"McQueen Road","P6C 6E3","SSM",46.56334772,-84.38771216
1127,"Second Line West","P6C 2L9","SSM",46.53596568,-84.40654703
513,"Leigh's Bay Road","P6A 5K6","SSM",46.52275231,-84.42558485
1155,"Wallace Terrace","P6C 1M8","SSM",46.52888343,-84.40412509
55,"McQueen Road","P6C 6E4","SSM",46.56288114,-84.38584494
1465,"Carpin Beach Road","P6A 5K8","SSM",46.55244703,-84.44672248
406,"Nixon Road","P6C 5R9","SSM",46.53443985,-84.41135241
1292,"Second Line West","P6C 2M2","SSM",46.53647166,-84.41484725
345,"Nixon Road","P6C 5R7","SSM",46.53230844,-84.41206641
161,"McQueen Road","P6C 6E3","SSM",46.56267931,-84.39098385
588,"Airport Road","P6A 5K6","SSM",46.50057886,-84.48398551
182,"Foothill Road","P6C 0E4","SSM",46.56486118,-84.39219148
1617,"Base Line","P6A 5K6","SSM",46.51988568,-84.46065726
