"FULLNAME","STREETPREFIX","STREETNAME","STREETTYPE","STREETSUFFIX","LEFTFROMADDRESS","LEFTTOADDRESS","RIGHTFROMADDRESS","RIGHTTOADDRESS","geometry.paths"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[696840.0899999999,5168348.119999999],[696886.6500000004,5168334.92],[696893.1099999994,5168332.970000001],[696899.5,5168330.8100000005],[696905.8200000003,5168328.43],[696912.0500000007,5168325.83],[696918.1899999995,5168323.029999999],[696924.2300000004,5168320.029999999],[696930.1600000001,5168316.82],[696935.9900000002,5168313.41],[696941.6899999995,5168309.8100000005],[696947.2799999993,5168306.02],[696952.7300000004,5168302.039999999],[696958.0399999991,5168297.880000001],[696963.2100000009,5168293.550000001],[697032.2899999991,5168233.59],[697037.6099999994,5168229.140000001],[697043.0700000003,5168224.869999999],[697048.6799999997,5168220.800000001],[697054.4299999997,5168216.92],[697060.3100000005,5168213.25],[697066.3100000005,5168209.779999999],[697072.4299999997,5168206.52],[697078.6600000001,5168203.470000001],[697084.9900000002,5168200.65],[697091.4100000001,5168198.039999999],[697097.9199999999,5168195.66],[697104.5099999998,5168193.5],[697111.1699999999,5168191.58],[697117.8900000006,5168189.880000001],[697124.6699999999,5168188.42],[697131.5,5168187.199999999],[697138.3599999994,5168186.210000001],[697145.25,5168185.470000001],[697152.1600000001,5168184.960000001],[697159.0899999999,5168184.6899999995],[697166.0199999996,5168184.66],[697172.9499999993,5168184.869999999],[697179.8699999992,5168185.32],[697186.7699999996,5168186.01],[697193.6400000006,5168186.9399999995],[697200.4700000007,5168188.109999999],[697207.2599999998,5168189.52],[697214,5168191.15],[697220.6799999997,5168193.02],[697227.2799999993,5168195.119999999],[697233.8100000005,5168197.449999999],[697240.2599999998,5168200.01],[697246.6099999994,5168202.779999999],[697391.7599999998,5168269.210000001],[697398.0500000007,5168271.960000001],[697404.4299999997,5168274.49],[697410.8900000006,5168276.800000001],[697417.4299999997,5168278.890000001],[697424.0399999991,5168280.75],[697430.6999999993,5168282.390000001],[697437.4199999999,5168283.789999999],[697444.1899999995,5168284.960000001],[697450.9900000002,5168285.91],[697457.8100000005,5168286.609999999],[697464.6600000001,5168287.08],[697471.5199999996,5168287.32],[697478.3900000006,5168287.32],[697485.25,5168287.09],[697492.0899999999,5168286.619999999],[697498.9199999999,5168285.91],[697505.7200000007,5168284.98],[697512.4900000002,5168283.800000001],[697519.1999999993,5168282.4],[697695.5099999998,5168242.43],[697872.9900000002,5168204.43],[697879.3900000006,5168202.949999999],[697885.7300000004,5168201.26],[697892.0199999996,5168199.369999999],[697898.2400000002,5168197.27],[697904.3900000006,5168194.960000001],[697910.4600000009,5168192.460000001],[697916.4399999995,5168189.75],[697922.3300000001,5168186.85],[697928.1300000008,5168183.76],[697933.8100000005,5168180.49],[697939.3900000006,5168177.02],[697941.5,5168175.67],[697947.3300000001,5168172.050000001],[697953.2799999993,5168168.640000001],[697959.3399999999,5168165.43],[697965.5099999998,5168162.4399999995],[697971.7799999993,5168159.65],[697978.1500000004,5168157.09],[697984.5899999999,5168154.74],[697991.1099999994,5168152.619999999],[697997.6999999993,5168150.720000001],[698004.3599999994,5168149.050000001],[698011.0600000005,5168147.6],[698017.8100000005,5168146.390000001],[698024.5999999996,5168145.41],[698031.4199999999,5168144.67],[698038.2599999998,5168144.15],[698045.1199999992,5168143.880000001],[698051.9800000004,5168143.83],[698058.8300000001,5168144.029999999],[698065.6799999997,5168144.460000001],[698072.5099999998,5168145.119999999],[698079.3100000005,5168146.02],[698086.0700000003,5168147.140000001],[698092.8000000007,5168148.51],[698099.4700000007,5168150.1],[698106.0800000001,5168151.91],[698112.6300000008,5168153.960000001],[698119.1099999994,5168156.220000001],[698125.5,5168158.710000001],[698131.8000000007,5168161.42],[698138.0099999998,5168164.34],[698144.1099999994,5168167.470000001],[698150.0999999996,5168170.8100000005],[698155.9800000004,5168174.35],[698161.7300000004,5168178.09],[698167.3399999999,5168182.029999999],[698172.8200000003,5168186.16],[698178.1600000001,5168190.470000001],[698183.3399999999,5168194.960000001],[698188.3699999992,5168199.630000001],[698193.2300000004,5168204.470000001],[698197.9199999999,5168209.470000001],[698202.4399999995,5168214.630000001],[698297.2400000002,5168326.65],[698305.1300000008,5168335.65],[698313.3300000001,5168344.369999999],[698321.8300000001,5168352.800000001],[698330.6199999992,5168360.93],[698339.6799999997,5168368.75],[698349.0199999996,5168376.25],[698358.5999999996,5168383.41],[698368.4399999995,5168390.24],[698378.5,5168396.720000001],[698388.7899999991,5168402.85],[698399.2799999993,5168408.619999999],[698409.9600000009,5168414.01],[698420.8300000001,5168419.029999999],[698431.8699999992,5168423.67],[698573.1999999993,5168480.1899999995],[698579.6199999992,5168482.880000001],[698585.9399999995,5168485.800000001],[698592.1500000004,5168488.9399999995],[698598.25,5168492.289999999],[698604.2400000002,5168495.85],[698610.0899999999,5168499.619999999],[698615.8100000005,5168503.59],[698621.3900000006,5168507.75],[698626.8100000005,5168512.109999999],[698632.0899999999,5168516.66],[698637.1999999993,5168521.380000001],[698642.1500000004,5168526.279999999],[698646.9199999999,5168531.35],[698651.5099999998,5168536.58],[698655.9199999999,5168541.970000001],[698660.1400000006,5168547.5],[698664.1600000001,5168553.1899999995],[698667.9800000004,5168559],[698671.5999999996,5168564.949999999],[698675.0099999998,5168571.02],[698678.1999999993,5168577.210000001],[698681.1799999997,5168583.5],[698683.9399999995,5168589.890000001],[698686.4700000007,5168596.369999999],[698688.7699999996,5168602.9399999995],[698690.8499999996,5168609.59],[698692.6899999995,5168616.300000001],[698694.3000000007,5168623.07],[698695.6699999999,5168629.9],[698710.8599999994,5168712.91],[698712.1300000008,5168719.26],[698713.5999999996,5168725.5600000005],[698715.2799999993,5168731.8100000005],[698717.1500000004,5168738.01],[698719.2300000004,5168744.140000001],[698721.5,5168750.199999999],[698723.9700000007,5168756.18],[698726.6300000008,5168762.08],[698729.4800000004,5168767.890000001],[698732.5199999996,5168773.6],[698786.4100000001,5168871.210000001],[698792.5800000001,5168882.8100000005],[698798.3599999994,5168894.619999999],[698803.7400000002,5168906.609999999],[698808.7400000002,5168918.77],[698813.3300000001,5168931.08],[698817.5099999998,5168943.539999999],[698821.2799999993,5168956.130000001],[698824.6300000008,5168968.84],[698827.5700000003,5168981.65],[698830.0800000001,5168994.5600000005],[698832.1699999999,5169007.529999999],[698835.1400000006,5169028.15],[698835.7899999991,5169033.300000001],[698836.2599999998,5169038.460000001],[698836.5600000005,5169043.640000001],[698836.6699999999,5169048.83],[698836.5999999996,5169054.02],[698836.3599999994,5169059.199999999],[698835.9399999995,5169064.369999999],[698835.3300000001,5169069.529999999],[698834.5500000007,5169074.66],[698833.5999999996,5169079.76],[698832.4600000009,5169084.82],[698831.1600000001,5169089.84],[698829.6699999999,5169094.8100000005],[698828.0199999996,5169099.73],[698826.1999999993,5169104.59],[698824.2200000007,5169109.380000001],[698822.0600000005,5169114.109999999],[698819.75,5169118.75],[698817.2799999993,5169123.3100000005],[698814.6500000004,5169127.779999999],[698811.8599999994,5169132.16],[698808.9299999997,5169136.4399999995],[698805.8499999996,5169140.619999999],[698802.6300000008,5169144.6899999995],[698799.2699999996,5169148.640000001],[698795.7699999996,5169152.48],[698792.1500000004,5169156.1899999995],[698788.4000000004,5169159.77],[698784.5199999996,5169163.220000001],[698780.5299999993,5169166.539999999],[698776.4299999997,5169169.720000001],[698772.2200000007,5169172.75],[698767.9100000001,5169175.630000001],[698763.5,5169178.369999999],[698759,5169180.949999999],[698754.4100000001,5169183.369999999],[698749.7400000002,5169185.630000001],[698744.9900000002,5169187.73],[698740.1799999997,5169189.67],[698735.3000000007,5169191.4399999995],[698730.3599999994,5169193.029999999],[698725.3800000008,5169194.460000001],[698720.3399999999,5169195.710000001],[698715.2599999998,5169196.789999999],[698710.1500000004,5169197.6899999995],[698705.0199999996,5169198.41],[698699.8599999994,5169198.960000001],[698694.6799999997,5169199.32],[698689.5,5169199.51],[698684.3100000005,5169199.52],[698679.1199999992,5169199.35],[698673.9399999995,5169199],[698635.6500000004,5169195.74],[698630.4399999995,5169195.380000001],[698625.2300000004,5169195.210000001],[698620.0099999998,5169195.220000001],[698614.7899999991,5169195.42],[698609.5800000001,5169195.789999999],[698604.3900000006,5169196.34],[698599.2200000007,5169197.08],[698594.0800000001,5169197.99],[698588.9700000007,5169199.09],[698583.9100000001,5169200.359999999],[698578.8900000006,5169201.800000001],[698573.9299999997,5169203.42],[698569.0299999993,5169205.210000001],[698564.1899999995,5169207.17],[698559.4199999999,5169209.300000001],[698554.7300000004,5169211.6],[698550.1199999992,5169214.050000001],[698545.5999999996,5169216.66],[698541.1699999999,5169219.43],[698536.8499999996,5169222.35],[698532.6199999992,5169225.42],[698528.5099999998,5169228.640000001],[698524.5099999998,5169232],[698520.6300000008,5169235.49],[698516.8699999992,5169239.119999999],[698513.25,5169242.869999999],[698509.75,5169246.75],[698506.3900000006,5169250.75],[698503.1799999997,5169254.859999999],[698500.1099999994,5169259.08],[698497.1799999997,5169263.41],[698446.4399999995,5169341.42],[698442.7599999998,5169346.890000001],[698438.9000000004,5169352.23],[698434.8599999994,5169357.4399999995],[698430.6500000004,5169362.51],[698426.2799999993,5169367.449999999],[698329.6199999992,5169473],[698325.0899999999,5169478.119999999],[698320.7400000002,5169483.390000001],[698316.5800000001,5169488.800000001],[698312.5999999996,5169494.35],[698308.8100000005,5169500.039999999],[698305.2200000007,5169505.85],[698301.8300000001,5169511.779999999],[698298.6400000006,5169517.82],[698295.6600000001,5169523.970000001],[698292.9000000004,5169530.210000001],[698290.3399999999,5169536.550000001],[698288.0099999998,5169542.970000001],[698285.9000000004,5169549.470000001],[698253.3200000003,5169655.76],[698251.2300000004,5169662.1899999995],[698248.9299999997,5169668.539999999],[698246.4100000001,5169674.800000001],[698243.6799999997,5169680.98],[698240.75,5169687.07],[698237.6099999994,5169693.050000001],[698234.2699999996,5169698.92],[698230.7400000002,5169704.68],[698227.0099999998,5169710.3100000005],[698223.0999999996,5169715.8100000005],[698219,5169721.18],[698214.7200000007,5169726.41],[698138.2899999991,5169816.66],[698133.9000000004,5169822.02],[698129.7100000009,5169827.529999999],[698125.6999999993,5169833.1899999995],[698121.9000000004,5169838.970000001],[698118.3000000007,5169844.890000001],[698114.9100000001,5169850.92],[698111.7200000007,5169857.07],[698108.75,5169863.33],[698106,5169869.6899999995],[698103.4800000004,5169876.130000001],[698101.1699999999,5169882.67],[698099.0999999996,5169889.27],[698097.25,5169895.949999999],[698095.6400000006,5169902.68],[698094.2599999998,5169909.470000001],[698093.1099999994,5169916.300000001],[698092.2100000009,5169923.16],[698091.5399999991,5169930.0600000005],[698078.2899999991,5170096.630000001],[698077.8599999994,5170103.48],[698077.6699999999,5170110.33],[698077.7100000009,5170117.1899999995],[698077.9900000002,5170124.039999999],[698078.1999999993,5170126.8100000005]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[698078.1999999993,5170126.8100000005],[697938.9100000001,5170136.8100000005],[697932.1099999994,5170137.18],[697925.3000000007,5170137.32],[697918.4800000004,5170137.23],[697911.6799999997,5170136.9],[697904.8800000008,5170136.35],[697898.1099999994,5170135.5600000005],[697891.3800000008,5170134.539999999],[697884.6799999997,5170133.300000001],[697878.0199999996,5170131.82],[697871.4299999997,5170130.119999999],[697864.8900000006,5170128.199999999],[697858.4199999999,5170126.050000001],[697852.0299999993,5170123.6899999995],[697845.7200000007,5170121.109999999],[697839.5099999998,5170118.32],[697833.3900000006,5170115.3100000005],[697827.3800000008,5170112.1],[697787.0999999996,5170089.699999999]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[686065.8699999992,5161318.449999999],[686085.0199999996,5161354.75],[686103.0106838696,5161382.873694929],[686125.428980579,5161407.612872265],[686151.6502004102,5161428.27817055],[686180.9436845345,5161444.293747669],[686212.4931649473,5161455.213326795],[686245.4195099166,5161460.7326319665],[686278.8052211414,5161460.697866789],[686311.7200000007,5161455.109999999],[686585.3800000008,5161384.73]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[686399.9499999993,5160835.859999999],[686399.1099999994,5160696.74]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[686585.3800000008,5161384.73],[686671.2599999998,5161362.65],[686703.3276669859,5161357.134420937],[686735.865306363,5161356.891723356],[686768.0116818934,5161361.928331203],[686798.9159136721,5161372.110930896],[686827.7599999998,5161387.17],[687034.9800000004,5161517.85]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[687034.9800000004,5161517.85],[687327.9399999995,5161702.6]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[687327.9399999995,5161702.6],[687552.6999999993,5161844.34]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[687552.6999999993,5161844.34],[687557.8300000001,5161847.58],[687581.8159270798,5161860.511525429],[687607.3370312548,5161870.06256147],[687633.9195457351,5161876.055805307],[687661.0700000003,5161878.380000001],[687951.0500000007,5161883.380000001],[687971.4800000004,5161884.779999999],[688090.5600000005,5161899.1],[688117.4236341746,5161900.50801653],[688144.2332272907,5161898.298249903],[688170.5037687746,5161892.510676859],[688195.7599999998,5161883.25],[688312.0299999993,5161831.51]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[688312.0299999993,5161831.51],[688341.0060130181,5161821.202890151],[688371.2197043699,5161815.460181836],[688401.9566366947,5161814.417667974],[688432.4900000002,5161818.1],[688496.5700000003,5161830.890000001]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[688496.5700000003,5161830.890000001],[688748.5299999993,5161881.18]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[688748.5299999993,5161881.18],[689068.3000000007,5161945.01]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[689068.3000000007,5161945.01],[689325.4900000002,5161996.35],[689358.3982948957,5162000.120542948],[689391.477588686,5161998.407887298],[689423.8205387812,5161991.25901003],[689454.5399999991,5161978.869999999],[689563.6199999992,5161923.98],[689589.959641151,5161913.003722816],[689617.5932515379,5161905.8876189785],[689645.9583107779,5161902.77654663],[689674.477408835,5161903.733835953],[689702.5700000003,5161908.74],[690180.8900000006,5162029.75],[690209.0395366022,5162039.139146302],[690235.4900000002,5162052.59],[690636.3900000006,5162295.529999999]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[690636.3900000006,5162295.529999999],[690640.4600000009,5162288.82],[690655.5438639008,5162267.265179817],[690673.3264275751,5162247.876687032],[690693.5,5162230.99]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[690636.3900000006,5162295.529999999],[690837.3000000007,5162417.27],[690862.2788007661,5162435.167713664],[690884.221004155,5162456.680694686],[690902.6086268023,5162481.301092234],[690917.0075973215,5162508.447699574],[690927.0780033041,5162537.479674453],[690932.5821155354,5162567.711667285],[690933.3900000006,5162598.43],[690919.5500000007,5162871.92],[690919.3900000006,5162875.98]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[690919.3900000006,5162875.98],[690920.3380418352,5162902.411807992],[690924.7655927372,5162928.487391398],[690932.5952215648,5162953.750727864],[690943.6899999995,5162977.76],[690982.3599999994,5163048.6899999995]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[690982.3599999994,5163048.6899999995],[691029.9299999997,5163135.9399999995],[691048.412413314,5163163.957701483],[691071.3200000003,5163188.49],[691256.9100000001,5163356.460000001],[691275.2359653258,5163375.381631009],[691290.9166131233,5163396.547320456],[691303.6799999997,5163419.59],[691362.1300000008,5163543.800000001],[691373.9977326391,5163575.898673643],[691380.2194080492,5163609.5506970985],[691380.6128605639,5163643.770766104],[691375.1665702089,5163677.556944475],[691364.0399999991,5163709.92],[691298.2200000007,5163858.59],[691287.797216353,5163888.233326818],[691282.1459867462,5163919.1432742085],[691281.4058063076,5163950.556860071],[691285.5949456741,5163981.698670474],[691294.6099999994,5164011.800000001]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[690851.3000000007,5164392.66],[690842.0899999999,5164430.140000001],[690837.3538733278,5164457.543769739],[690836.4648099998,5164485.33957982],[690839.4399999995,5164512.99],[690850.1300000008,5164572.84]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[691294.6099999994,5164011.800000001],[691306.1714998165,5164036.495994054],[691320.9847976081,5164059.389805637],[691338.7745288335,5164080.055861458],[691359.2100000009,5164098.109999999],[691411.5600000005,5164138.35],[691436.7973403669,5164161.443473485],[691457.7300000004,5164188.5],[691532.4900000002,5164304.380000001],[691548.1459746601,5164325.46662544],[691566.4299999997,5164344.32]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[691566.4299999997,5164344.32],[691592.7459307554,5164364.415271897],[691622.0166886023,5164379.893349917],[691653.4399999995,5164390.33],[692236.4700000007,5164531.630000001],[692258.7400000002,5164538.42]]]"
"Wind Farm Phase 1",,"Wind Farm Phase 1","Road",,0,0,0,0,"[[[692573,5164922.539999999],[692637.2100000009,5165013.460000001],[692656.3895787444,5165036.685641321],[692678.839669112,5165056.767476346],[692704.0510411205,5165073.249993659],[692731.4518313018,5165085.7593242945],[692760.420514143,5165094.011722124],[692790.3000000007,5165097.82],[692814.4000000004,5165099.07]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[694527.5299999993,5167850.0600000005],[694847.4900000002,5167914.15]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[694847.4900000002,5167914.15],[695002.4900000002,5167945.1899999995],[695009.2599999998,5167946.43],[695016.0600000005,5167947.43],[695022.8900000006,5167948.199999999],[695029.75,5167948.73],[695036.6199999992,5167949.02],[695043.4900000002,5167949.08],[695050.3699999992,5167948.9],[695057.2300000004,5167948.49],[695064.0700000003,5167947.84],[695070.8900000006,5167946.960000001],[695077.6799999997,5167945.84],[695084.4199999999,5167944.49],[695091.1099999994,5167942.91],[695097.7400000002,5167941.1],[695104.3100000005,5167939.0600000005]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[695104.3100000005,5167939.0600000005],[695238.1699999999,5167894.99]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[695238.1699999999,5167894.99],[695411.1400000006,5167838.0600000005],[695417.6799999997,5167836.029999999],[695424.2899999991,5167834.220000001],[695430.9600000009,5167832.640000001],[695437.6799999997,5167831.289999999],[695444.4399999995,5167830.18],[695451.2400000002,5167829.289999999],[695458.0600000005,5167828.640000001],[695464.9000000004,5167828.220000001],[695464.9600000009,5167828.220000001]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[695464.9600000009,5167828.220000001],[695471.75,5167828.039999999],[695478.5999999996,5167828.09],[695485.4499999993,5167828.369999999],[695492.2799999993,5167828.9],[695499.0899999999,5167829.65],[695505.8699999992,5167830.640000001],[695512.6099999994,5167831.859999999],[695519.3100000005,5167833.300000001],[695525.9499999993,5167834.98],[695532.5399999991,5167836.890000001],[695539.0500000007,5167839.02],[695545.4900000002,5167841.369999999],[695551.8399999999,5167843.9399999995],[695558.0999999996,5167846.720000001],[695564.2599999998,5167849.720000001],[695570.3200000003,5167852.93],[695576.2599999998,5167856.34],[695582.0800000001,5167859.960000001],[695587.7699999996,5167863.77],[695593.3399999999,5167867.77],[695598.75,5167871.970000001],[695604.0299999993,5167876.34],[695609.1500000004,5167880.9],[695614.1099999994,5167885.630000001],[695618.9000000004,5167890.52],[695623.5299999993,5167895.58],[695627.9800000004,5167900.789999999],[695631.3399999999,5167905.01]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[696027.0999999996,5167400.380000001],[696026.1500000004,5167394.529999999],[695977.7400000002,5167124.74],[695976.6699999999,5167118.140000001],[695975.8200000003,5167111.49],[695975.1899999995,5167104.83],[695974.7899999991,5167098.15],[695974.5999999996,5167091.460000001],[695974.6500000004,5167084.76],[695974.9199999999,5167078.07],[695975.4100000001,5167071.4],[695976.1199999992,5167064.74],[695977.0600000005,5167058.109999999],[695978.2200000007,5167051.52],[695979.5999999996,5167044.970000001],[696010.9800000004,5166907.289999999]]]"
